TXN_ID,DATE,MINISTRY_CODE,MINISTRY_NAME,ACCOUNT_CODE,DESCRIPTION,VENDOR,AMOUNT_KES,PAYMENT_METHOD
KE-2400210,06/06/2024,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,TechnoServ Africa,79222.83,MOBILE_MONEY
KE-2400211,16/02/2024,MOFA,Ministry of Family Affairs,2211201,Laboratory reagents,Highlands Print Works,22338.58,CHEQUE
KE-2400212,14/08/2023,MOI,Ministry of Interior,2211320,Cervical cancer screening,Highlands Print Works,258043.71,CHEQUE
KE-2400213,19/01/2024,MOF,Ministry of Finance,2210201,Communication supplies,Nile Motors,,BANK_TRANSFER
KE-2400214,27/03/2024,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,Regional Bank Services,353112.47,CHEQUE
KE-2400215,03/10/2023,MOH,Ministry of Health,2211101,MEDICAL DRUGS,Sunrise Cleaning Services,1706.36,CHEQUE
KE-2400216,24/01/2024,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,Highlands Print Works,1774.43,MOBILE_MONEY
KE-2400217,08/09/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Nile Motors,21924.18,MOBILE_MONEY
KE-2400218,29/06/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,TransAfrica Logistics,813872.64,MOBILE_MONEY
KE-2400219,25/10/2023,MOH,Ministry of Health,2210301,Domestic travel,GreenLeaf Consultancy,2435.34,CHEQUE
KE-2400220,08/03/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,PharmaWest Africa,2614.85,BANK_TRANSFER
KE-2400221,28/01/2024,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,GreenLeaf Consultancy,"""4,370.30""",MOBILE_MONEY
KE-2400222,21/08/2023,MOE,Ministry of Education,2210201,Communication supplies,TechnoServ Africa,503567.51,CHEQUE
KE-2400223,24/07/2023,MOF,Ministry of Finance,2210201,Communication supplies,Nile Motors,20818.86,BANK_TRANSFER
KE-2400224,26/04/2024,MOF,Ministry of Finance,2210201,Communication supplies,MedSupplies Ltd,127717.04,BANK_TRANSFER
KE-2400225,25/05/2024,MOF,Ministry of Finance,2211199,General medical consumables,GreenLeaf Consultancy,639088.15,BANK_TRANSFER
KE-2400226,03/03/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,Highlands Print Works,134997.76,MOBILE_MONEY
KE-2400227,08/09/2023,MOI,Ministry of Interior,2211501,Refined fuels,Sunrise Cleaning Services,229935.16,MOBILE_MONEY
KE-2400228,20/02/2024,MOE,Ministry of Education,2211305,Immunisation outreach,Vitalis Pharma,363678.42,BANK_TRANSFER
KE-2400229,20/08/2023,MOI,Ministry of Interior,2211101,Medical drugs,PharmaWest Africa,2495.27,CHEQUE
KE-2400230,18/07/2023,MOE,Ministry of Education,2211305,Immunisation outreach,Sunrise Cleaning Services,721638.47,MOBILE_MONEY
KE-2400231,04/09/2023,MOF,Ministry of Finance,3110701,Purchase of vehicles - ambulances,Modern Office Systems,103405.14,BANK_TRANSFER
KE-2400232,10/02/2024,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,PharmaWest Africa,18249.44,MOBILE_MONEY
KE-2400233,30/07/2023,MOH,Ministry of Health,2211320,Cervical cancer screening,Nile Motors,3639.33,CHEQUE
KE-2400234,09/12/2023,MOF,Ministry of Finance,2211103,Vaccines,Public Health Institute,557121.69,MOBILE_MONEY
KE-2400235,31/05/2024,MOE,Ministry of Education,2211102,Contraceptives and family planning commodities,Public Health Institute,275719.82,MOBILE_MONEY
KE-2400236,08/12/2023,MOH,Ministry of Health,2211110,Maternity supplies and delivery kits,SafeWater Kenya,1734812.0,MOBILE_MONEY
KE-2400237,02/12/2023,MOE,Ministry of Education,2211105,HIV test kits and ARVs,Nile Motors,5814.05,BANK_TRANSFER
KE-2400238,11/03/2024,MOI,Ministry of Interior,2211305,Immunisation outreach,United Diagnostics,1314.69,CHEQUE
KE-2400239,05/10/2023,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,Vitalis Pharma,-6009.98,CHEQUE
KE-2400240,20/12/2023,MOI,Ministry of Interior,2211110,Maternity supplies and delivery kits,Nile Motors,33192.25,CHEQUE
KE-2400241,06/03/2024,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,Nile Motors,-15869.42,CHEQUE
KE-2400242,09/09/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,SafeWater Kenya,,CHEQUE
KE-2400243,17/04/2024,MOE,Ministry of Education,2211101,MEDICAL DRUGS,Sunrise Cleaning Services,1848.95,MOBILE_MONEY
KE-2400244,15/09/2023,MOI,Ministry of Interior,2211501,Refined fuels,Vitalis Pharma,832094.46,CHEQUE
KE-2400245,07/04/2024,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,Vitalis Pharma,8035.15,BANK_TRANSFER
KE-2400246,18/11/2023,MOF,Ministry of Finance,2210201,Communication supplies,United Diagnostics,307830.37,BANK_TRANSFER
KE-2400247,13/02/2024,MOI,Ministry of Interior,2210301,Domestic travel,PharmaWest Africa,3324.37,MOBILE_MONEY
KE-2400248,03/07/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,MedSupplies Ltd,2408.88,MOBILE_MONEY
KE-2400249,04/11/2023,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,Public Health Institute,2631.57,CHEQUE
KE-2400250,25/02/2024,MOI,Ministry of Interior,2211105,HIV TEST KITS AND ARVS,BuildRight Contractors,"""506,796.25""",MOBILE_MONEY
KE-2400251,05/01/2024,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,55624.52,MOBILE_MONEY
KE-2400252,29/10/2023,MOI,Ministry of Interior,2211305,Immunisation outreach,Sunrise Cleaning Services,1519.19,MOBILE_MONEY
KE-2400253,01/07/2023,MOE,Ministry of Education,2211407,Cleaning and fumigation - health facilities,MedSupplies Ltd,534991.98,BANK_TRANSFER
KE-2400254,18/08/2023,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Modern Office Systems,2532.02,MOBILE_MONEY
KE-2400255,21/04/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,Public Health Institute,579952.25,BANK_TRANSFER
KE-2400256,19/11/2023,MOI,Ministry of Interior,2211511,Printing and stationery,Modern Office Systems,952376.3,MOBILE_MONEY
KE-2400257,01/05/2024,MOE,Ministry of Education,2211201,Laboratory reagents,Sunrise Cleaning Services,113242.99,CHEQUE
KE-2400258,22/05/2024,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,PharmaWest Africa,1628310.3,CHEQUE
KE-2400259,26/07/2023,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,Care Foundation,1145291.18,BANK_TRANSFER
KE-2400260,07/05/2024,MOF,Ministry of Finance,2211320,Cervical cancer screening,TechnoServ Africa,944.82,MOBILE_MONEY
KE-2400261,27/01/2024,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,MedSupplies Ltd,4660.88,BANK_TRANSFER
KE-2400262,12/05/2024,MOI,Ministry of Interior,2211103,Vaccines,Vitalis Pharma,3106.2,BANK_TRANSFER
KE-2400263,02/01/2024,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,SafeWater Kenya,683964.78,CHEQUE
KE-2400264,21/11/2023,MOH,Ministry of Health,2211101,Medical drugs,TechnoServ Africa,885010.15,CHEQUE
KE-2400265,26/01/2024,MOH,Ministry of Health,2211105,HIV test kits and ARVs,BuildRight Contractors,3976.04,CHEQUE
KE-2400266,31/07/2023,MOE,Ministry of Education,2211404,SGBV survivor support services,Nile Motors,7700.55,MOBILE_MONEY
KE-2400267,10/08/2023,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,157381.68,BANK_TRANSFER
KE-2400268,26/07/2023,MOE,Ministry of Education,2211201,Laboratory reagents,GreenLeaf Consultancy,,MOBILE_MONEY
KE-2400269,05/05/2024,MOFA,Ministry of Family Affairs,2210301,Domestic travel,United Diagnostics,1750.93,CHEQUE
KE-2400270,10/01/2024,MOF,Ministry of Finance,2211305,Immunisation outreach,Modern Office Systems,7866.83,BANK_TRANSFER
KE-2400271,06/12/2023,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,TransAfrica Logistics,233317.63,BANK_TRANSFER
KE-2400272,03/04/2024,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,BuildRight Contractors,1399.54,BANK_TRANSFER
KE-2400273,10/06/2024,MOF,Ministry of Finance,2211320,Cervical cancer screening,TransAfrica Logistics,1196747.92,BANK_TRANSFER
KE-2400274,01/04/2024,MOFA,Ministry of Family Affairs,3110101,Construction of buildings - health facilities,Care Foundation,171790.71,BANK_TRANSFER
KE-2400275,06/06/2024,MOF,Ministry of Finance,2211103,Vaccines,Vitalis Pharma,928121.81,BANK_TRANSFER
KE-2400276,14/12/2023,MOI,Ministry of Interior,2211101,Medical drugs,MediPlus Distributors,,BANK_TRANSFER
KE-2400277,20/01/2024,MOF,Ministry of Finance,2211102,contraceptives and family planning commodities,Public Health Institute,1228211.43,BANK_TRANSFER
KE-2400278,16/12/2023,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,PharmaWest Africa,80048.27,BANK_TRANSFER
KE-2400279,31/01/2024,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,SafeWater Kenya,943.7,BANK_TRANSFER
KE-2400280,21/04/2024,MOE,Ministry of Education,2211103,Vaccines,PharmaWest Africa,107692.78,CHEQUE
KE-2400281,05/06/2024,MOI,Ministry of Interior,2211102,Contraceptives and family planning commodities,MediPlus Distributors,928919.65,MOBILE_MONEY
KE-2400282,27/12/2023,MOFA,Ministry of Family Affairs,2211201,Laboratory reagents,NextGen IT,67621.7,BANK_TRANSFER
KE-2400283,21/03/2024,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,PharmaWest Africa,1811742.8,MOBILE_MONEY
KE-2400284,15/11/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,TechnoServ Africa,3860.07,MOBILE_MONEY
KE-2400285,07/03/2024,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,MediPlus Distributors,139000.76,CHEQUE
KE-2400286,24/04/2024,MOE,Ministry of Education,2211201,Laboratory reagents,Public Health Institute,143032.93,BANK_TRANSFER
KE-2400287,16/02/2024,MOF,Ministry of Finance,2210201,Communication supplies,Modern Office Systems,142510.16,CHEQUE
KE-2400288,23/10/2023,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,Highlands Print Works,1658865.25,MOBILE_MONEY
KE-2400289,12/04/2024,MOI,Ministry of Interior,2210201,COMMUNICATION SUPPLIES,PharmaWest Africa,573205.86,BANK_TRANSFER
KE-2400290,25/03/2024,MOE,Ministry of Education,2211308,Youth SRH counselling services,BuildRight Contractors,169005.01,MOBILE_MONEY
KE-2400291,29/10/2023,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,SafeWater Kenya,35398.2,MOBILE_MONEY
KE-2400292,14/07/2023,MOI,Ministry of Interior,2210301,Domestic travel,SafeWater Kenya,744953.41,MOBILE_MONEY
KE-2400293,15/08/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,GreenLeaf Consultancy,612332.06,MOBILE_MONEY
KE-2400294,30/09/2023,MOFA,Ministry of Family Affairs,2211101,Medical drugs,Modern Office Systems,257131.63,CHEQUE
KE-2400295,20/04/2024,MOI,Ministry of Interior,2211511,Printing and stationery,BuildRight Contractors,310094.07,CHEQUE
KE-2400296,10/11/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,Sunrise Cleaning Services,26497.58,BANK_TRANSFER
KE-2400297,18/05/2024,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,Public Health Institute,289592.21,MOBILE_MONEY
KE-2400298,04/08/2023,MOE,Ministry of Education,2211101,Medical drugs,BuildRight Contractors,4020.02,MOBILE_MONEY
KE-2400299,21/09/2023,MOI,Ministry of Interior,2211501,Refined fuels,MedSupplies Ltd,1597445.64,CHEQUE
KE-2400300,16/03/2024,MOH,Ministry of Health,2211404,SGBV survivor support services,PharmaWest Africa,30770.8,MOBILE_MONEY
KE-2400301,16/02/2024,MOF,Ministry of Finance,2210301,Domestic travel,Vitalis Pharma,2218.07,CHEQUE
KE-2400302,09/01/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,MedSupplies Ltd,15061.0,BANK_TRANSFER
KE-2400303,09/02/2024,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,Public Health Institute,1765110.31,CHEQUE
KE-2400304,06/07/2023,MOE,Ministry of Education,2211305,Immunisation outreach,Public Health Institute,1963769.92,MOBILE_MONEY
KE-2400305,13/11/2023,MOFA,Ministry of Family Affairs,2211102,contraceptives and family planning commodities,MedSupplies Ltd,18505.09,BANK_TRANSFER
KE-2400306,28/11/2023,MOH,Ministry of Health,2211308,Youth SRH counselling services,TechnoServ Africa,305970.34,MOBILE_MONEY
KE-2400307,10/08/2023,MOFA,Ministry of Family Affairs,2210201,Communication supplies,Modern Office Systems,878721.47,MOBILE_MONEY
KE-2400308,15/04/2024,MOE,Ministry of Education,2210301,Domestic travel,Sunrise Cleaning Services,523591.83,MOBILE_MONEY
KE-2400309,09/10/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,PharmaWest Africa,831759.32,BANK_TRANSFER
KE-2400310,23/09/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Vitalis Pharma,143168.53,CHEQUE
KE-2400311,01/07/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,GreenLeaf Consultancy,17757.04,MOBILE_MONEY
KE-2400312,27/12/2023,MOH,Ministry of Health,2211407,CLEANING AND FUMIGATION - HEALTH FACILITIES,Nile Motors,711292.81,MOBILE_MONEY
KE-2400313,25/02/2024,MOE,Ministry of Education,2211501,Refined fuels,TransAfrica Logistics,628068.76,CHEQUE
KE-2400314,18/03/2024,MOE,Ministry of Education,2211201,Laboratory reagents,Modern Office Systems,163378.54,MOBILE_MONEY
KE-2400315,29/01/2024,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,United Diagnostics,24697.02,MOBILE_MONEY
KE-2400316,22/02/2024,MOE,Ministry of Education,2211501,Refined fuels,NextGen IT,148930.03,BANK_TRANSFER
KE-2400317,22/07/2023,MOI,Ministry of Interior,3110701,PURCHASE OF VEHICLES - AMBULANCES,Nile Motors,4368.43,MOBILE_MONEY
KE-2400318,01/07/2023,MOF,Ministry of Finance,2211101,Medical drugs,NextGen IT,27278.87,BANK_TRANSFER
KE-2400319,11/01/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,Public Health Institute,1985.02,MOBILE_MONEY
KE-2400320,13/07/2023,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,Public Health Institute,243073.44,MOBILE_MONEY
KE-2400321,27/07/2023,MOE,Ministry of Education,2211199,General medical consumables,MediPlus Distributors,923184.61,BANK_TRANSFER
KE-2400322,19/06/2024,MOH,Ministry of Health,2211201,Laboratory reagents,Regional Bank Services,2339.97,MOBILE_MONEY
KE-2400323,19/12/2023,MOI,Ministry of Interior,2211501,Refined fuels,Care Foundation,1347.04,BANK_TRANSFER
KE-2400324,31/08/2023,MOF,Ministry of Finance,2211103,Vaccines,SafeWater Kenya,17711.93,MOBILE_MONEY
KE-2400325,05/04/2024,MOFA,Ministry of Family Affairs,2211101,Medical drugs,United Diagnostics,351686.77,CHEQUE
KE-2400326,06/07/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Highlands Print Works,1070596.87,BANK_TRANSFER
KE-2400327,08/05/2024,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,Sunrise Cleaning Services,15616.75,BANK_TRANSFER
KE-2400328,06/08/2023,MOF,Ministry of Finance,2210301,Domestic travel,TechnoServ Africa,276239.34,CHEQUE
KE-2400329,20/03/2024,MOH,Ministry of Health,2210201,Communication supplies,Regional Bank Services,80909.23,MOBILE_MONEY
KE-2400330,31/07/2023,MOH,Ministry of Health,2211305,Immunisation outreach,Regional Bank Services,1995487.22,MOBILE_MONEY
KE-2400331,18/03/2024,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,Care Foundation,958.47,BANK_TRANSFER
KE-2400332,04/10/2023,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,PharmaWest Africa,75380.64,CHEQUE
KE-2400333,05/12/2023,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,SafeWater Kenya,6167.58,CHEQUE
KE-2400334,06/04/2024,MOF,Ministry of Finance,2211404,SGBV survivor support services,United Diagnostics,23148.64,BANK_TRANSFER
KE-2400335,09/04/2024,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,Vitalis Pharma,4398.19,CHEQUE
KE-2400336,04/11/2023,MOE,Ministry of Education,2211102,Contraceptives and family planning commodities,Highlands Print Works,22306.38,CHEQUE
KE-2400337,26/10/2023,MOI,Ministry of Interior,2211501,Refined fuels,TechnoServ Africa,1659.09,MOBILE_MONEY
KE-2400338,23/11/2023,MOE,Ministry of Education,2211404,SGBV survivor support services,Regional Bank Services,4632.34,BANK_TRANSFER
KE-2400339,06/05/2024,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,United Diagnostics,202873.32,CHEQUE
KE-2400340,28/08/2023,MOI,Ministry of Interior,2211101,MEDICAL DRUGS,BuildRight Contractors,1270893.96,BANK_TRANSFER
KE-2400341,08/10/2023,MOE,Ministry of Education,2211201,Laboratory reagents,Vitalis Pharma,1795423.75,CHEQUE
KE-2400342,22/03/2024,MOE,Ministry of Education,2211105,HIV test kits and ARVs,TransAfrica Logistics,20475.33,MOBILE_MONEY
KE-2400343,28/06/2024,MOI,Ministry of Interior,2211199,General medical consumables,SafeWater Kenya,81739.61,BANK_TRANSFER
KE-2400344,27/06/2024,MOH,Ministry of Health,2211103,Vaccines,SafeWater Kenya,498532.28,BANK_TRANSFER
KE-2400345,25/05/2024,MOI,Ministry of Interior,2211407,CLEANING AND FUMIGATION - HEALTH FACILITIES,PharmaWest Africa,19814.19,BANK_TRANSFER
KE-2400346,24/06/2024,MOI,Ministry of Interior,2210301,DOMESTIC TRAVEL,Public Health Institute,6180.98,MOBILE_MONEY
KE-2400347,25/02/2024,MOE,Ministry of Education,2211199,General medical consumables,Care Foundation,7230.0,BANK_TRANSFER
KE-2400348,03/01/2024,MOH,Ministry of Health,2211101,Medical drugs,SafeWater Kenya,6659.04,CHEQUE
KE-2400349,01/09/2023,MOFA,Ministry of Family Affairs,2210301,Domestic travel,NextGen IT,8355.05,CHEQUE
KE-2400350,26/01/2024,MOH,Ministry of Health,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,8056.06,CHEQUE
KE-2400351,23/10/2023,MOE,Ministry of Education,2211306,Antenatal outreach services,GreenLeaf Consultancy,1774055.19,BANK_TRANSFER
KE-2400352,29/03/2024,MOI,Ministry of Interior,2211308,Youth SRH counselling services,Vitalis Pharma,131638.42,MOBILE_MONEY
KE-2400353,05/05/2024,MOF,Ministry of Finance,3110701,Purchase of vehicles - ambulances,Care Foundation,-851259.6,BANK_TRANSFER
KE-2400354,11/01/2024,MOH,Ministry of Health,2210201,Communication supplies,Regional Bank Services,382403.06,MOBILE_MONEY
KE-2400355,30/03/2024,MOH,Ministry of Health,2211308,Youth SRH counselling services,Care Foundation,970.45,CHEQUE
KE-2400356,05/05/2024,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Public Health Institute,129105.28,CHEQUE
KE-2400357,14/02/2024,MOH,Ministry of Health,2211320,cervical cancer screening,SafeWater Kenya,1239852.8,BANK_TRANSFER
KE-2400358,07/01/2024,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,United Diagnostics,2381.12,BANK_TRANSFER
KE-2400359,01/08/2023,MOE,Ministry of Education,2210301,Domestic travel,Vitalis Pharma,35378.02,BANK_TRANSFER
KE-2400360,20/09/2023,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,United Diagnostics,7045.71,CHEQUE
KE-2400361,05/09/2023,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,Sunrise Cleaning Services,1922646.93,BANK_TRANSFER
KE-2400362,16/05/2024,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,Vitalis Pharma,124901.8,CHEQUE
